"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-08-01 ~ 2026-07-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"17231","부산광역시 남구 대연동","86-3","0086","0003","마로니에타운","22.4400","202602","02","5,800","마로니에타운","14","개인","개인","2003","수영로325번길 11","-","중개거래","부산 남구","26.02.23"
"17232","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티3","102.5200","202602","02","58,500","137","3","개인","개인","2002","분포로 111","-","중개거래","부산 남구","26.02.27"
"17233","부산광역시 해운대구 반송동","638-5","0638","0005","동삼초원","77.8800","202602","02","10,000","-","2","개인","개인","1993","운봉길 89","20260205","직거래","-","-"
"17234","부산광역시 남구 감만동","225-2","0225","0002","감만현대1차","59.9200","202602","02","13,000","101","17","개인","개인","1996","우암로2번길 5","-","중개거래","부산 부산진구","26.04.30"
"17235","부산광역시 동래구 온천동","1600","1600","0000","새온천화신동영","110.9700","202602","02","21,000","102","1","개인","개인","1995","쇠미로129번길 62-12","-","직거래","-","26.02.20"
"17236","부산광역시 동래구 사직동","1058","1058","0000","쌍용더플래티넘사직아시아드아파트","84.9207","202602","02","86,500","103동","39","개인","개인","2020","아시아드대로134번길 14","-","직거래","-","26.02.09"
"17237","부산광역시 북구 만덕동","927-1","0927","0001","대성타워","84.7800","202602","02","20,800","102","11","개인","개인","1991","덕천로259번길 30","-","중개거래","부산 북구","26.03.06"
"17238","부산광역시 북구 구포동","1095-2","1095","0002","삼정그린코아","59.7300","202602","02","23,500","106","6","개인","개인","1999","백양대로1016번길 10","-","중개거래","부산 북구","26.03.16"
"17239","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","84.9800","202602","02","45,000","121","2","개인","개인","2001","분포로 111","-","중개거래","부산 남구","26.04.14"
"17240","부산광역시 해운대구 반여동","1662","1662","0000","메가센텀한화꿈에그린","119.3506","202602","02","58,000","112","6","개인","개인","2008","반여로 67","-","중개거래","부산 해운대구","26.04.30"
"17241","부산광역시 해운대구 반여동","1585-1","1585","0001","보람","36.3300","202602","02","5,400","1","1","개인","개인","1984","재반로270번길 29","-","중개거래","부산 해운대구","26.03.17"
"17242","부산광역시 동래구 사직동","1061","1061","0000","사직하늘채리센티아","84.8978","202602","02","73,500","105동","26","개인","개인","2024","사직북로48번길 77","-","중개거래","부산 동래구","26.07.24"
"17243","부산광역시 남구 대연동","384-26","0384","0026","벽산e-솔렌스힐","16.6503","202602","02","9,100","101","17","개인","개인","2015","수영로 283","-","중개거래","부산 남구","26.02.27"
"17244","부산광역시 동래구 온천동","1380-19","1380","0019","광명캐슬","77.3327","202602","02","21,000","1","6","개인","개인","2015","여고북로33번길 29","-","중개거래","부산 동래구","26.04.30"
"17245","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202602","02","21,700","102동","7","개인","개인","2018","수영로 135","-","중개거래","부산 남구","26.04.13"
"17246","부산광역시 남구 대연동","1893","1893","0000","대연파크푸르지오","84.9866","202602","02","54,500","107동","2","개인","개인","2018","홍곡로 360","-","중개거래","부산 남구","26.04.08"
"17247","부산광역시 금정구 장전동","745","0745","0000","래미안장전","59.9383","202602","02","72,800","111동","35","개인","개인","2017","금정로 20","-","중개거래","부산 금정구","26.04.29"
"17248","부산광역시 금정구 구서동","1078","1078","0000","구서역두산위브포세이돈","74.9829","202602","02","49,000","101동","24","개인","개인","2020","금정로233번길 63","-","중개거래","부산 금정구","26.06.18"
"17249","부산광역시 해운대구 중동","1533-1","1533","0001","현우산호맨션","44.2200","202602","02","13,600","2","3","개인","개인","1987","달맞이길117번나길 194","-","중개거래","부산 해운대구","26.03.30"
"17250","부산광역시 사하구 괴정동","1295","1295","0000","힐스테이트사하역","84.9210","202602","02","57,000","106","1","개인","개인","2022","괴정로 166","-","중개거래","부산 해운대구","26.04.02"
"17251","부산광역시 사하구 괴정동","1286","1286","0000","괴정한신더휴","84.8570","202602","02","47,700","103","10","개인","개인","2022","사리로 106","-","중개거래","부산 사하구","26.04.06"
"17252","부산광역시 사하구 괴정동","1286","1286","0000","괴정한신더휴","84.8570","202602","02","49,800","102","5","개인","개인","2022","사리로 106","-","중개거래","부산 사하구","26.04.20"
"17253","부산광역시 사하구 괴정동","1275","1275","0000","괴정엔스타","56.1500","202602","02","26,500","102","24","개인","개인","2011","낙동대로 203","-","중개거래","부산 사하구","26.03.27"
"17254","부산광역시 금정구 회동동","551","0551","0000","금성타운","82.4519","202602","02","23,000","101","5","개인","개인","2012","금사로 156","-","중개거래","부산 금정구","26.03.16"
"17255","부산광역시 금정구 부곡동","981","0981","0000","삼한골든뷰에듀스테이션","59.9905","202602","02","52,900","101동","19","개인","개인","2021","중앙대로1629번길 16","-","중개거래","부산 부산진구","26.05.06"
"17256","부산광역시 금정구 장전동","745","0745","0000","래미안장전","37.2211","202602","02","30,500","112동","14","개인","법인","2017","금정로 20","-","중개거래","부산 금정구","26.05.07"
"17257","부산광역시 금정구 구서동","1049","1049","0000","구서동롯데캐슬골드2단지(1049)","84.9800","202602","02","50,000","502","17","개인","개인","2006","금강로 503","-","중개거래","부산 금정구","26.05.15"
"17258","부산광역시 사하구 다대동","1550","1550","0000","몰운대","49.0800","202602","02","11,000","112","20","개인","법인","1996","다대낙조2길 215","-","중개거래","부산 사하구","26.03.06"
"17259","부산광역시 사하구 다대동","820-1","0820","0001","다대영동비치타워","84.8400","202602","02","23,000","-","10","개인","개인","2005","다대동로 30","-","중개거래","부산 사하구","26.03.31"
"17260","부산광역시 금정구 장전동","732","0732","0000","금정산쌍용예가","84.8600","202602","02","52,000","101","12","개인","개인","2012","금강로379번길 50","-","중개거래","부산 금정구","26.03.10"
"17261","부산광역시 해운대구 송정동","949","0949","0000","해운대경보이리스힐아파트","75.5332","202602","02","34,000","104동","4","개인","개인","2018","송정광어골로82번길 85-11","-","중개거래","울산 남구","26.04.17"
"17262","부산광역시 해운대구 송정동","949","0949","0000","해운대경보이리스힐아파트","75.5332","202602","02","34,000","-","4","개인","개인","2018","송정광어골로82번길 85-11","20260309","중개거래","울산 남구","-"
"17263","부산광역시 해운대구 좌동","1271","1271","0000","신성","57.9000","202602","02","33,300","103","15","개인","개인","1996","대천로67번길 15","-","중개거래","부산 해운대구","26.03.23"
"17264","부산광역시 해운대구 좌동","1412","1412","0000","동부","58.4400","202602","02","34,500","109","17","개인","개인","1996","세실로 158","-","중개거래","부산 해운대구","26.03.31"
"17265","부산광역시 금정구 남산동","265-37","0265","0037","미화","84.3800","202602","02","13,000","-","12","개인","개인","1992","금단로 156","-","중개거래","부산 금정구","26.02.13"
"17266","부산광역시 사하구 장림동","1154","1154","0000","두산위브더제니스센트럴사하","84.9597","202602","02","51,000","103동","13","개인","개인","2024","장림로 199","-","중개거래","부산 사하구","26.04.30"
"17267","부산광역시 사하구 괴정동","614-9","0614","0009","우신타워아파트","76.6500","202602","02","9,500","1호","14","개인","개인","1989","사하로141번나길 35-4","-","중개거래","부산 사하구","26.03.31"
"17268","부산광역시 해운대구 재송동","131","0131","0000","신동아","83.7600","202602","02","19,200","제1","10","개인","개인","1992","재반로60번길 46-6","-","중개거래","부산 해운대구","26.03.04"
"17269","부산광역시 해운대구 재송동","939-2","0939","0002","센텀이편한세상","73.4050","202602","02","59,500","107","5","개인","개인","2006","해운대로76번길 55","-","중개거래","부산 해운대구","26.04.02"
"17270","부산광역시 해운대구 좌동","1450","1450","0000","SKVIEW","59.9100","202602","02","24,000","-","19","개인","개인","1998","청사포로 12","20260209","중개거래","부산 해운대구","-"
"17271","부산광역시 해운대구 좌동","1307","1307","0000","대원","84.9700","202602","02","52,000","106","13","개인","법인","1998","좌동순환로 252","-","중개거래","부산 해운대구","26.03.13"
"17272","부산광역시 해운대구 좌동","1438","1438","0000","대우2","84.9620","202602","02","55,300","212","15","개인","개인","1998","좌동순환로 275","-","중개거래","부산 해운대구","26.04.28"
"17273","부산광역시 해운대구 좌동","1348","1348","0000","코오롱","84.9500","202602","02","58,000","101","20","개인","개인","1997","대천로 35","-","중개거래","부산 해운대구","26.04.29"
"17274","부산광역시 해운대구 우동","1196-12","1196","0012","센텀엘카사","44.9150","202602","02","29,400","주건축물제1동","16","개인","개인","2018","해운대로394번길 23","-","중개거래","부산 해운대구","26.02.27"
"17275","부산광역시 해운대구 우동","1388-1","1388","0001","경남마리나","59.8300","202602","02","85,000","-","7","개인","개인","1996","해운대해변로 99","-","중개거래","부산 해운대구","-"
"17276","부산광역시 해운대구 우동","974","0974","0000","경동","59.5350","202602","02","53,000","104","11","개인","개인","1995","해운대해변로 85","-","중개거래","부산 해운대구","26.04.30"
"17277","부산광역시 해운대구 우동","1228","1228","0000","센텀센시빌","84.9402","202602","02","58,900","102","12","개인","개인","2003","해운대로 284","-","중개거래","부산 해운대구","26.04.30"
"17278","부산광역시 사하구 하단동","1217-1","1217","0001","하단동에스케이뷰","84.7737","202602","02","39,900","117","15","개인","개인","2004","하신번영로 400","-","중개거래","부산 사하구","26.02.23"
"17279","부산광역시 사하구 괴정동","795-14","0795","0014","괴정한신","84.7400","202602","02","24,000","101","15","개인","개인","1997","승학로 221","-","중개거래","부산 사하구","26.05.15"
"17280","부산광역시 부산진구 초읍동","676","0676","0000","포레나부산초읍","72.9082","202602","02","49,000","109","11","개인","개인","2020","초연로 6","-","중개거래","부산 부산진구","26.04.30"
"17281","부산광역시 부산진구 개금동","629-1","0629","0001","시영(12~17동)","39.6700","202602","02","5,600","12","1","개인","개인","1975","진사로61번길 29","-","중개거래","부산 부산진구","26.03.04"
"17282","부산광역시 부산진구 부암동","756","0756","0000","롯데캐슬라센트","84.8000","202602","02","56,000","204","21","개인","개인","2025","백양순환로 75","-","중개거래","부산 부산진구","26.03.18"
"17283","부산광역시 영도구 동삼동","1123","1123","0000","동삼그린힐","41.3000","202602","02","7,200","402","14","기타","기타","1993","상리로 1","-","직거래","-","26.02.02"
"17284","부산광역시 동래구 수안동","666-1","0666","0001","한진","59.4000","202602","02","30,800","104","8","개인","개인","1996","충렬대로200번길 25","-","중개거래","부산 동래구","26.03.20"
"17285","부산광역시 동래구 수안동","666-1","0666","0001","한진","59.4000","202602","02","30,800","104","9","개인","개인","1996","충렬대로200번길 25","-","중개거래","부산 동래구","26.06.02"
"17286","부산광역시 동래구 안락동","1251","1251","0000","강변뜨란채","59.6900","202602","02","29,600","107","19","개인","개인","2006","안남로 79","-","중개거래","부산 동래구","26.05.12"
"17287","부산광역시 영도구 동삼동","510-33","0510","0033","국제마마뉴비치타운","146.9900","202602","02","30,000","-","15","개인","개인","1995","중리로 32","20260205","중개거래","부산 영도구","-"
"17288","부산광역시 부산진구 양정동","531","0531","0000","양정포레힐즈스위첸1단지","73.8441","202602","02","71,500","105동","27","개인","개인","2024","양연로 36","-","중개거래","부산 남구, 부산 부산진구","26.04.03"
"17289","부산광역시 동래구 명륜동","788","0788","0000","명륜2차아이파크2단지","84.9138","202602","02","59,800","203","14","개인","개인","2015","시실로 73-6","-","중개거래","부산 동래구","26.03.04"
"17290","부산광역시 동래구 명륜동","567-3","0567","0003","로얄캐슬","84.1800","202602","02","37,500","-","9","개인","개인","2003","명륜로 140","-","중개거래","부산 동래구","-"
"17291","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스하버시티","75.6455","202602","02","59,000","104동","49","개인","개인","2023","범일로 21","-","중개거래","부산 동구","26.03.27"
"17292","부산광역시 부산진구 당감동","794","0794","0000","백양푸른채","59.9100","202602","02","13,000","303","21","개인","개인","1999","백양산로53번길 62","-","중개거래","부산 부산진구","26.02.20"
"17293","부산광역시 부산진구 범천동","1057-2","1057","0002","대우디오빌1","24.2475","202602","02","6,100","-","16","개인","개인","2004","가야대로 714","-","중개거래","부산 부산진구","26.02.04"
"17294","부산광역시 동래구 낙민동","288-44","0288","0044","낙민역삼정그린코아더시티","48.8380","202602","02","31,000","-","21","개인","개인","2024","충렬대로 264","-","중개거래","부산 연제구","-"
"17295","부산광역시 서구 암남동","764","0764","0000","송도서린엘마르","84.9825","202602","02","43,000","102동","2","개인","개인","2016","송도해변로 21","-","직거래","-","26.03.13"
"17296","부산광역시 부산진구 개금동","618-2","0618","0002","개금아이파크","59.7600","202602","02","21,000","215","2","개인","개인","2002","복지로 70","-","중개거래","부산 부산진구","26.04.22"
"17297","부산광역시 동래구 안락동","472-57","0472","0057","안락SKVIEW","84.9300","202602","02","40,000","114","4","개인","개인","1999","충렬대로 487","-","중개거래","부산 동래구","26.04.30"
"17298","부산광역시 부산진구 개금동","산54-4","0054","0004","고원","42.5700","202602","02","6,500","1","4","개인","개인","1986","엄광로62번길 61","-","직거래","-","26.02.23"
"17299","부산광역시 부산진구 개금동","796","0796","0000","개금롯데캐슬","130.3484","202602","02","64,000","104","17","개인","개인","2010","개금온정로 10","-","중개거래","부산 부산진구","26.03.10"
"17300","부산광역시 부산진구 전포동","927","0927","0000","e편한세상시민공원1단지","59.9680","202602","02","52,000","109동","2","개인","개인","2023","진남로 455","-","중개거래","부산 부산진구","26.03.30"
"17301","부산광역시 부산진구 당감동","1024","1024","0000","서면2차봄여름가을겨울","81.6857","202602","02","42,000","101동","11","개인","개인","2019","신천대로197번길 15","-","중개거래","부산 부산진구","26.04.24"
"17302","부산광역시 서구 서대신동3가","360-4","0360","0004","세영엘도라도A동","49.8700","202602","02","23,000","-","6","개인","법인","2018","구덕로333번길 15","-","중개거래","부산 서구","26.04.13"
"17303","부산광역시 부산진구 당감동","99-1","0099","0001","서면봄여름가을겨울","63.2700","202602","02","26,300","101동","2","개인","개인","2015","가야대로691번길 19","-","중개거래","부산 부산진구","26.04.10"
"17304","부산광역시 부산진구 가야동","700","0700","0000","가야롯데캐슬골드아너","59.9937","202602","02","59,000","101동","16","개인","개인","2022","가야대로 538","-","직거래","-","26.02.02"
"17305","부산광역시 기장군 일광읍 삼성리","785","0785","0000","일광자이푸르지오2단지","84.9062","202602","02","54,400","206","24","개인","개인","2020","해빛로 29","-","중개거래","부산 기장군","26.03.31"
"17306","부산광역시 기장군 일광읍 삼성리","792","0792","0000","일광한신더휴센트럴포레2단지","75.9504","202602","02","40,000","206동","9","개인","개인","2020","해빛3로 62","-","직거래","-","26.02.02"
"17307","부산광역시 수영구 망미동","411-1","0411","0001","현대망미","84.9300","202602","02","25,500","-","1","개인","개인","1992","망미번영로55번길 112","-","중개거래","부산 수영구","26.03.03"
"17308","부산광역시 연제구 연산동","2382","2382","0000","힐스테이트연산","84.9696","202602","02","64,900","211동","13","개인","개인","2021","봉수로 2","-","중개거래","부산 연제구, 부산 해운대구","26.03.31"
"17309","부산광역시 연제구 연산동","2140-4","2140","0004","남정","69.8400","202602","02","11,000","-","1","개인","개인","1985","쌍미천로16번길 17","-","직거래","-","26.02.11"
"17310","부산광역시 강서구 명지동","3594","3594","0000","더샵명지퍼스트월드2단지","84.9970","202602","02","61,400","203동","27","개인","개인","2020","명지국제7로 37","-","중개거래","부산 강서구","26.04.15"
"17311","부산광역시 강서구 명지동","3344","3344","0000","명지국제신도시호반베르디움2차","70.8009","202602","02","37,500","205동","21","개인","개인","2017","명지국제5로 89","-","중개거래","부산 강서구","26.03.05"
"17312","부산광역시 강서구 명지동","3328","3328","0000","명지협성휴포레","59.9566","202602","02","27,500","123동","4","개인","개인","2016","명지국제5로 141","-","중개거래","부산 중구","26.02.12"
"17313","부산광역시 강서구 명지동","3328","3328","0000","명지협성휴포레","54.3113","202602","02","25,500","128동","3","개인","개인","2016","명지국제5로 141","-","중개거래","부산 강서구","26.04.20"
"17314","부산광역시 강서구 명지동","3415","3415","0000","명지국제신도시호반베르디움1차","84.9650","202602","02","55,800","106동","14","개인","개인","2016","명지국제5로 29","-","중개거래","부산 강서구","26.03.30"
"17315","부산광역시 강서구 명지동","3415","3415","0000","명지국제신도시호반베르디움1차","84.9650","202602","02","55,800","-","4","개인","개인","2016","명지국제5로 29","20260224","중개거래","부산 강서구","-"
"17316","부산광역시 강서구 명지동","3361","3361","0000","에일린의 뜰","84.9898","202602","02","49,000","110","10","개인","개인","2015","명지국제5로 60","-","중개거래","부산 강서구","26.03.30"
"17317","부산광역시 수영구 남천동","41-2","0041","0002","소라맨션","64.8900","202602","02","23,900","4","1","개인","개인","1979","수영로487번길 20","-","중개거래","부산 수영구","26.04.30"
"17318","부산광역시 수영구 수영동","541","0541","0000","현대","62.1000","202602","02","70,000","101","13","개인","개인","1988","수영로741번길 20","-","중개거래","부산 수영구","26.04.24"
"17319","부산광역시 수영구 수영동","552","0552","0000","수영강동원로얄듀크","80.5623","202602","02","57,000","105","13","개인","개인","2014","수미로14번길 35","-","중개거래","부산 수영구","26.04.28"
"17320","부산광역시 수영구 광안동","116-5","0116","0005","동트레","84.9400","202602","02","33,500","-","15","개인","개인","2006","무학로9번길 15","20260220","중개거래","부산 수영구","-"
"17321","부산광역시 수영구 광안동","529","0529","0000","비치-그린아파트","59.7600","202602","02","20,000","102","6","개인","개인","1996","광일로 49","-","직거래","-","26.02.03"
"17322","부산광역시 수영구 광안동","170-4","0170","0004","산호비치","141.1000","202602","02","56,000","-","1","개인","법인","1989","수영로536번길 65","-","직거래","-","-"
"17323","부산광역시 수영구 민락동","784","0784","0000","테넌바움294","84.6239","202602","02","141,500","-","31","개인","법인","2023","광안해변로 323","-","직거래","-","-"
"17324","부산광역시 기장군 정관읍 용수리","1279","1279","0000","정관이진캐스빌2차","84.7894","202602","02","27,500","104","2","개인","개인","2017","가동3로 19","-","중개거래","부산 기장군","26.04.10"
"17325","부산광역시 기장군 정관읍 용수리","1279","1279","0000","정관이진캐스빌2차","84.7894","202602","02","30,000","104","6","개인","개인","2017","가동3로 19","-","중개거래","부산 기장군","26.04.06"
"17326","부산광역시 기장군 기장읍 동부리","151-5","0151","0005","한신","59.8500","202602","02","15,100","108","16","개인","개인","1995","차성로344번길 13","-","중개거래","부산 기장군","26.04.03"
"17327","부산광역시 기장군 기장읍 청강리","144","0144","0000","우신네오빌","84.9888","202602","02","22,000","102","14","개인","개인","2003","청강로 76","-","중개거래","부산 기장군","26.03.05"
"17328","부산광역시 수영구 남천동","148-4","0148","0004","삼익비치","61.0900","202602","02","91,000","206","6","개인","개인","1982","광안해변로 100","-","중개거래","부산 수영구","26.04.17"
"17329","부산광역시 수영구 남천동","595","0595","0000","남천금호어울림더비치","84.9400","202602","02","78,500","103동","1","개인","개인","2019","남천동로 91","-","중개거래","부산 수영구","26.02.20"
"17330","부산광역시 수영구 민락동","108-1","0108","0001","센텀비치푸르지오","84.9800","202602","02","57,000","104","26","개인","개인","2003","광안해변로 418","-","중개거래","부산 수영구","26.05.28"
"17331","부산광역시 사상구 주례동","530-5","0530","0005","현대무지개타운","105.2400","202602","02","18,800","105","8","개인","개인","1993","주례로 93","-","중개거래","부산 사상구","26.03.20"
"17332","부산광역시 연제구 연산동","2262","2262","0000","연산자이","120.6366","202602","02","70,000","113","11","개인","개인","2010","과정로343번길 43","-","직거래","-","26.02.06"
"17333","부산광역시 연제구 연산동","2352","2352","0000","연산더샵","84.7832","202602","02","70,000","110","27","개인","개인","2019","연수로 130","-","중개거래","부산 연제구","26.05.15"
"17334","부산광역시 연제구 연산동","2367","2367","0000","연산롯데캐슬골드포레","84.9813","202602","02","78,500","104동","9","개인","개인","2020","황령산로 615","-","중개거래","부산 동래구, 부산 연제구","26.08.14"
"17335","부산광역시 연제구 연산동","2382","2382","0000","힐스테이트연산","84.9696","202602","02","61,200","206동","4","개인","개인","2021","봉수로 2","-","중개거래","부산 수영구, 부산 연제구","26.04.17"
"17336","부산광역시 연제구 연산동","2382","2382","0000","힐스테이트연산","84.9696","202602","02","64,900","-","13","개인","개인","2021","봉수로 2","20260330","중개거래","부산 연제구, 부산 해운대구","-"
"17337","부산광역시 수영구 남천동","148-4","0148","0004","삼익비치","41.5200","202602","02","74,000","207","6","개인","개인","1982","광안해변로 100","-","중개거래","부산 수영구","26.04.10"
"17338","부산광역시 연제구 거제동","1519","1519","0000","거제센트럴자이","59.9635","202602","02","61,000","107","4","개인","개인","2018","법원북로 93","-","중개거래","부산 수영구, 부산 연제구","26.02.20"
"17339","부산광역시 연제구 거제동","1536","1536","0000","레이카운티(2단지)","101.6538","202602","02","159,500","-","24","개인","개인","2023","아시아드대로 39","-","중개거래","부산 연제구","-"
"17340","부산광역시 연제구 거제동","714-144","0714","0144","유림아시아드","59.9326","202602","02","21,250","113","14","개인","개인","2001","해맞이로 23","-","중개거래","부산 부산진구, 부산 연제구","26.03.27"
"17341","부산광역시 연제구 거제동","1481","1481","0000","거제1차현대홈타운","84.9600","202602","02","69,500","111","20","개인","개인","2001","법원북로 34","-","중개거래","부산 연제구","26.04.10"
"17342","부산광역시 강서구 명지동","3399","3399","0000","명지더웨스턴","74.6200","202602","01","37,500","109동","5","개인","개인","2018","명지국제7로 111","-","중개거래","부산 강서구","26.03.06"
"17343","부산광역시 강서구 명지동","3244","3244","0000","롯데캐슬","84.9300","202602","01","28,000","-","4","개인","개인","2008","명지오션시티11로 84","20260311","중개거래","부산 강서구","-"
"17344","부산광역시 연제구 연산동","2311","2311","0000","더샵파크시티","101.9500","202602","01","74,500","103","11","개인","개인","2015","안연로 33","-","중개거래","부산 연제구","26.04.30"
"17345","부산광역시 연제구 연산동","1136-5","1136","0005","한일유앤아이","84.8980","202602","01","28,900","101","9","개인","개인","2006","묘봉산로 4","-","중개거래","부산 연제구","26.04.24"
"17346","부산광역시 사상구 학장동","167-3","0167","0003","학장대림","75.6100","202602","01","13,700","101","6","개인","개인","1991","학감대로49번길 62","-","중개거래","부산 사상구","26.03.26"
"17347","부산광역시 연제구 거제동","1466-17","1466","0017","온천천쌍용예가","84.9450","202602","01","48,000","103","21","개인","개인","2006","세병로 68","-","중개거래","부산 연제구","26.06.30"
"17348","부산광역시 연제구 연산동","2380","2380","0000","e편한세상연산더퍼스트","84.8465","202602","01","58,000","103동","21","개인","개인","2021","반송로 40","-","중개거래","부산 연제구","26.04.28"
"17349","부산광역시 연제구 연산동","2317","2317","0000","센텀리버SKVIEW","84.9972","202602","01","53,000","103","13","개인","개인","2017","좌수영로 225","-","중개거래","부산 연제구","26.03.18"
"17350","부산광역시 수영구 민락동","784","0784","0000","테넌바움294","84.6239","202602","01","136,500","-","29","개인","법인","2023","광안해변로 323","-","직거래","-","-"
"17351","부산광역시 사상구 덕포동","761-1","0761","0001","자유","54.0000","202602","01","12,000","3","12","개인","개인","1989","백양대로 820","-","중개거래","부산 사상구","26.04.10"
"17352","부산광역시 강서구 명지동","3404","3404","0000","더힐시그니처","91.6395","202602","01","71,000","112동","20","개인","개인","2019","명지국제7로 110","-","중개거래","부산 강서구","26.03.31"
"17353","부산광역시 연제구 거제동","714-144","0714","0144","유림아시아드","59.9326","202602","01","32,000","101","21","개인","개인","2001","해맞이로 16","-","중개거래","부산 연제구","26.04.07"
"17354","부산광역시 연제구 거제동","1464-3","1464","0003","우성","59.9400","202602","01","19,500","-","1","개인","개인","1997","거제천로 255","-","중개거래","부산 연제구","26.04.30"
"17355","부산광역시 연제구 거제동","1461-1","1461","0001","동래화신타운","59.9250","202602","01","22,000","101","21","개인","개인","1995","온천천공원길 74","-","중개거래","부산 연제구","26.06.02"
"17356","부산광역시 수영구 광안동","1332","1332","0000","광안더샵","84.9300","202602","01","83,500","101동","20","개인","개인","2017","수영로 506","-","중개거래","부산 수영구","26.04.02"
"17357","부산광역시 부산진구 전포동","33-9","0033","0009","서면한신","59.8400","202602","01","32,000","105","9","개인","개인","1997","전포대로 294","-","중개거래","부산 부산진구","26.02.24"
"17358","부산광역시 부산진구 범천동","842-3","0842","0003","허브팰리스","62.6026","202602","01","22,400","-","5","개인","개인","2018","범일로154번길 55","20260202","중개거래","부산 부산진구","-"
"17359","부산광역시 부산진구 범천동","842-4","0842","0004","TK골드뷰","82.7500","202602","01","28,500","-","13","개인","개인","2014","범일로154번길 61","-","중개거래","부산 부산진구","26.04.09"
"17360","부산광역시 부산진구 연지동","198-1","0198","0001","로얄","74.7000","202602","01","37,050","-","5","개인","개인","1986","국악로 5","20260219","직거래","-","-"
"17361","부산광역시 부산진구 연지동","198-1","0198","0001","로얄","74.7000","202602","01","37,060","8","5","개인","개인","1986","국악로 5","-","직거래","-","26.02.26"
"17362","부산광역시 부산진구 부암동","731","0731","0000","서면쌍용스윗닷홈파크","102.4300","202602","01","43,500","102","22","개인","개인","2007","신천대로220번길 31","-","중개거래","부산 부산진구","26.07.13"
"17363","부산광역시 동래구 안락동","1251","1251","0000","강변뜨란채","84.9200","202602","01","53,000","105","9","개인","개인","2006","안남로 79","-","중개거래","부산 동래구","26.04.29"
"17364","부산광역시 서구 암남동","775","0775","0000","힐스테이트이진베이시티아파트","92.9051","202602","01","71,000","공동주택B동","8","개인","개인","2022","송도해변로 192","-","중개거래","부산 서구","26.03.27"
"17365","부산광역시 서구 암남동","775","0775","0000","힐스테이트이진베이시티아파트","92.9051","202602","01","85,000","공동주택B동","46","개인","개인","2022","송도해변로 192","-","중개거래","부산 서구","26.05.26"
"17366","부산광역시 부산진구 범천동","842-3","0842","0003","허브팰리스","62.6026","202602","01","22,400","주건축물제1동","5","개인","개인","2018","범일로154번길 55","-","중개거래","부산 부산진구","26.03.03"
"17367","부산광역시 부산진구 초읍동","676","0676","0000","포레나부산초읍","84.9107","202602","01","56,000","102","19","개인","개인","2020","초연로 6","-","중개거래","부산 부산진구","26.06.30"
"17368","부산광역시 동래구 칠산동","240","0240","0000","덕산","52.5100","202602","01","37,000","2","3","개인","개인","1983","동래로152번길 9","-","중개거래","부산 동래구","26.02.23"
"17369","부산광역시 동래구 수안동","665-1","0665","0001","금양해바라기2","63.4400","202602","01","40,500","라","10","개인","개인","1981","충렬대로202번길 14","-","중개거래","부산 동래구","26.04.24"
"17370","부산광역시 서구 서대신동2가","576","0576","0000","대신해모로센트럴아파트","76.5236","202602","01","58,000","104동","4","개인","개인","2022","대티로 178","-","중개거래","부산 서구","26.03.13"
"17371","부산광역시 남구 용당동","564-3","0564","0003","한신문화타운","84.9700","202602","01","20,000","102","11","개인","개인","1990","유엔평화로 152-2","-","중개거래","부산 남구","26.02.27"
"17372","부산광역시 북구 화명동","1293-1","1293","0001","e편한세상화명힐스","69.9800","202602","01","48,500","109","16","개인","개인","2015","화명대로 68","-","중개거래","부산 북구","26.04.16"
"17373","부산광역시 해운대구 반여동","1682","1682","0000","해운대센텀트루엘1단지","59.9663","202602","01","32,800","103동","18","개인","개인","2019","삼어로133번나길 17","-","중개거래","부산 동래구, 부산 해운대구","26.05.20"
"17374","부산광역시 남구 대연동","1954","1954","0000","힐스테이트대연센트럴","59.8640","202602","01","66,900","104","10","개인","개인","2024","진남로 95","-","중개거래","부산 남구","26.06.17"
